Date,Job Title,Link,Company,Location,Job Type
31 Janvier 2022,TECHNICIEN BUREAU D'ETUDE,https://www.jobinfocamer.com/job/32218/technicien-bureau-d-etude-a-servitel,SERVITEL,Douala,CDI
31 Janvier 2022,Techniciens en Informatique,https://www.jobinfocamer.com/job/32214/techniciens-en-informatique-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
20 Janvier 2022,CHARGE D'ÉTUDE ET DE CONCEPTION,https://www.jobinfocamer.com/job/32079/charge-d-etude-et-de-conception-a-right-performance,RIGHT PERFORMANCE,Douala,CDI
20 Janvier 2022,RESPONSABLE DES OPERATIONS IT,https://www.jobinfocamer.com/job/32076/responsable-des-operations-it-a-right-performance,RIGHT PERFORMANCE,Douala,CDI
20 Janvier 2022,DEVELOPPEUR WEB,https://www.jobinfocamer.com/job/32071/developpeur-web-a-adwa-sarl,ADWA SARL,Douala,CDI
18 Janvier 2022,Développeur Big Data/Python-ElasticSearch Sénior,https://www.jobinfocamer.com/job/32044/developpeur-big-data-python-elasticsearch-senior-a-digital-management,Digital management,Douala,CDI
18 Janvier 2022,PHP/Laravel Developer,https://www.jobinfocamer.com/job/32033/php-laravel-developer-a-trok-solutions-inc-,Trok Solutions Inc.,Douala,CDD
17 Janvier 2022,Développeurs FullStack,https://www.jobinfocamer.com/job/32011/developpeurs-fullstack-a-rhopen-labs,RHOPEN LABS,Douala,CDI
07 Janvier 2022,"Développeur Javascript, Python, PHP, Css",https://www.jobinfocamer.com/job/31905/developpeur-javascript-python-php-css-a-utecq,UTECQ,Yaoundé,STAGE
06 Janvier 2022,TECHNICO COMMERCIAL en INFORMATIQUE,https://www.jobinfocamer.com/job/31880/technico-commercial-en-informatique-a-sorepco-sa,SOREPCO SA,Douala,CDI
03 Janvier 2022,Développeur Web,https://www.jobinfocamer.com/job/31849/developpeur-web-a-donsyl,DONSYL,Yaoundé,STAGE
30 Décembre 2021,Programmeur,https://www.jobinfocamer.com/job/31832/programmeur-a-entreprise-de-la-place,Entreprise de la place,Douala,STAGE
28 Décembre 2021,Développeur Big Data/Python-ElasticSearch Senior,https://www.jobinfocamer.com/job/31804/developpeur-big-data-python-elasticsearch-senior-a-digital-management,DIGITAL MANAGEMENT,Yaoundé,CDI
24 Décembre 2021,FORMATEUR EN DEVELOPPEMENT MOBILE,https://www.jobinfocamer.com/job/31783/formateur-en-developpement-mobile-a-bsk-xcenter,BSK XCENTER,Douala,CDD
24 Décembre 2021,FORMATEUR EN DEVELOPPEMENT BACKEND,https://www.jobinfocamer.com/job/31782/formateur-en-developpement-backend-a-bsk-xcenter,BSK XCENTER,Douala,CDD
22 Décembre 2021,Chef de projet digital,https://www.jobinfocamer.com/job/31754/chef-de-projet-digital-a-digital-management,Digital Management,Yaoundé,CDI
22 Décembre 2021,Ingénieur Télécom,https://www.jobinfocamer.com/job/31739/ingenieur-telecom-a-solutions-rh-emploi-sarl,SOLUTIONS RH+ EMPLOI SARL,Douala,CDI
22 Décembre 2021,Ingénieur infrastructure et solutions IP,https://www.jobinfocamer.com/job/31738/ingenieur-infrastructure-et-solutions-ip-a-solutions-rh-emploi-sarl,SOLUTIONS RH+ EMPLOI SARL,Douala,CDI
19 Décembre 2021,Contrôleur IT,https://www.jobinfocamer.com/job/31705/controleur-it-a-advans-cameroun,ADVANS CAMEROUN,Douala,CDI
16 Décembre 2021,Chef de projet digital,https://www.jobinfocamer.com/job/31670/chef-de-projet-digital-a-digital-management,Digital management,Douala,CDI
16 Décembre 2021,DEVELOPPEUR PYTHON et ODOO,https://www.jobinfocamer.com/job/31667/developpeur-python-et-odoo-a-cames,CAMES,Yaoundé,CDI
15 Décembre 2021,Développeur(se) Mobile Flutter,https://www.jobinfocamer.com/job/31663/developpeur-se-mobile-flutter-a-cames,CAMES,Yaoundé,CDI
13 Décembre 2021,Analyste programmeur,https://www.jobinfocamer.com/job/31619/analyste-programmeur-a-expert3dev-sarl,Expert3dev SARL,Yaoundé,CDI
07 Décembre 2021,Expert Senior (Chef de mission) – Assistance Technique,https://www.jobinfocamer.com/job/31559/expert-senior-chef-de-mission-assistance-technique-a-ecole-nationale-superieure-polytechnique-de-yaounde-enspy-,Ecole Nationale Supérieure Polytechnique de Yaoundé (ENSPY),Yaoundé,CDD
07 Décembre 2021,Consultant technico-fonctionnel SAP ABAP,https://www.jobinfocamer.com/job/31554/consultant-technico-fonctionnel-sap-abap-a-veotys-sarl,VEOTYS SARL,Douala,STAGE
04 Décembre 2021,Développeur WordPress,https://www.jobinfocamer.com/job/31522/developpeur-wordpress-a-start-up,Start-Up,Douala,CDI
01 Décembre 2021,Chargé SEO,https://www.jobinfocamer.com/job/31476/charge-seo-a-digital-management,Digital management,Yaoundé,CDI
29 Novembre 2021,Expert en base de données,https://www.jobinfocamer.com/job/31456/expert-en-base-de-donnees-a-entreprise-de-la-place,Entreprise de la place,Douala,CDD
26 Novembre 2021,Expert Junior 1 – Assistance Technique,https://www.jobinfocamer.com/job/31435/expert-junior-1-assistance-technique-a-ecole-nationale-superieure-polytechnique-de-yaounde-enspy-,Ecole Nationale Supérieure Polytechnique de Yaoundé (ENSPY),Yaoundé,CDD
24 Novembre 2021,Expert en audit des systèmes d'informations,https://www.jobinfocamer.com/job/31400/expert-en-audit-des-systemes-d-informations-a-particulier,Particulier,Yaoundé,CDD
22 Novembre 2021,Développeur Front End VueJS/Vuetify,https://www.jobinfocamer.com/job/31382/developpeur-front-end-vuejs-vuetify-a-engie-soft-sarl,Engie Soft SARL,Douala,CDD
22 Novembre 2021,Développeur PYTHON/DJANGO,https://www.jobinfocamer.com/job/31380/developpeur-python-django-a-esoaf,ESOAF,Yaoundé,STAGE
19 Novembre 2021,Développeur BI/Big Data,https://www.jobinfocamer.com/job/31364/developpeur-bi-big-data-a-isnov-sarl,ISNOV SARL,Yaoundé,CDD
16 Novembre 2021,Auditeur Sécurité Informatique,https://www.jobinfocamer.com/job/31325/auditeur-securite-informatique-a-particulier,Particulier,Douala,CDI
15 Novembre 2021,Formateur Digital,https://www.jobinfocamer.com/job/31309/formateur-digital-a-digital-management,Digital Management,Douala,CDI
10 Novembre 2021,CHARGE.E IT,https://www.jobinfocamer.com/job/31254/charge-e-it-a-giz,GIZ,Garoua,CDD
09 Novembre 2021,Intégrateur web,https://www.jobinfocamer.com/job/31252/integrateur-web-a-protaiin,PROTAIIN,Douala,CDD
09 Novembre 2021,SOFWARE ENGINEERING LECTURER,https://www.jobinfocamer.com/job/31245/sofware-engineering-lecturer-a-british-higher-institute-of-science-and-technology,BRITISH HIGHER INSTITUTE OF SCIENCE AND TECHNOLOGY,Douala,CDD
08 Novembre 2021,Data Manager,https://www.jobinfocamer.com/job/31232/data-manager-a-la-croix-rouge-camerounaise-et-la-croix-rouge-francaise,La Croix-Rouge camerounaise et la Croix-Rouge française,Maroua,CDD
08 Novembre 2021,Développeurs FullStack,https://www.jobinfocamer.com/job/31223/developpeurs-fullstack-a-moriset-sarl,MORISET SARL,Yaoundé,CDI
05 Novembre 2021,CHARGES DES DONNEES MEDICALES,https://www.jobinfocamer.com/job/31212/charges-des-donnees-medicales-a-medecins-sans-frontieres,MEDECINS SANS FRONTIERES,Mora,CDD
03 Novembre 2021,INFORMATICIEN - FORMATEUR,https://www.jobinfocamer.com/job/31175/informaticien-formateur-a-epfa-pro,EPFA PRO,Douala,CDI
02 Novembre 2021,WEBDESIGNER SENIOR,https://www.jobinfocamer.com/job/31161/webdesigner-senior-a-megasoft-sarl,MEGASOFT SARL,Douala,CDD
01 Novembre 2021,Responsable Système d'Information,https://www.jobinfocamer.com/job/31133/responsable-systeme-d-information-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
27 Octobre 2021,DEVELOPPEUSE WEB,https://www.jobinfocamer.com/job/31083/developpeuse-web-a-kts-consulting,KTS Consulting,Yaoundé,CDI
26 Octobre 2021,DEVELLOPEUR FULL STACK,https://www.jobinfocamer.com/job/31068/devellopeur-full-stack-a-appfabrik,APPFABRIK,Douala,CDD
25 Octobre 2021,TECHNICO COMMERCIAL,https://www.jobinfocamer.com/job/31044/technico-commercial-a-sorepco-sa,SOREPCO SA,Douala,CDI
24 Octobre 2021,Chef de projet de gestion électronique de courriers et d'archivage,https://www.jobinfocamer.com/job/31041/chef-de-projet-de-gestion-electronique-de-courriers-et-d-archivage-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
24 Octobre 2021,Information Systems Security Watch Engineer,https://www.jobinfocamer.com/job/31040/information-systems-security-watch-engineer-a-afriland-first-bank,Afriland First Bank,Yaoundé,CDI
24 Octobre 2021,Ingénieur Veille Sécurité des Systèmes d'information,https://www.jobinfocamer.com/job/31039/ingenieur-veille-securite-des-systemes-d-information-a-afriland-first-bank,Afriland First Bank,Yaoundé,CDI
24 Octobre 2021,Cyber Security Engineer,https://www.jobinfocamer.com/job/31038/cyber-security-engineer-a-afriland-first-bank,Afriland First Bank,Yaoundé,CDI
24 Octobre 2021,Ingénieur en Charge de la Cybersécurité,https://www.jobinfocamer.com/job/31037/ingenieur-en-charge-de-la-cybersecurite-a-afriland-first-bank,Afriland First Bank,Yaoundé,CDI
22 Octobre 2021,Officier GIS/IT,https://www.jobinfocamer.com/job/31026/officier-gis-it-a-international-ngo-safety-organisation,INTERNATIONAL NGO SAFETY ORGANISATION,Yaoundé,CDD
21 Octobre 2021,Développeur Odoo,https://www.jobinfocamer.com/job/30999/developpeur-odoo-a-afreetech,AFREETECH,Yaoundé,CDD
20 Octobre 2021,DEVELOPPEUR FULL STACK,https://www.jobinfocamer.com/job/30984/developpeur-full-stack-a-socomar,SOCOMAR,Douala,STAGE
20 Octobre 2021,Développeur/Opérationnel (DevOps) python / Linux,https://www.jobinfocamer.com/job/30979/developpeur-operationnel-devops-python-linux-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
20 Octobre 2021,Développeur WordPress Expérimenté,https://www.jobinfocamer.com/job/30976/developpeur-wordpress-experimente-a-multi-business-solutions,Multi Business Solutions,Yaoundé,CDD
19 Octobre 2021,C# Software Developer,https://www.jobinfocamer.com/job/30970/c-software-developer-a-corpecca,Corpecca,Douala,CDI
18 Octobre 2021,Ingénieur Administration d’applications et BD,https://www.jobinfocamer.com/job/30965/ingenieur-administration-d-applications-et-bd-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
18 Octobre 2021,Ingénieur Système et Infrastructure,https://www.jobinfocamer.com/job/30964/ingenieur-systeme-et-infrastructure-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
16 Octobre 2021,Développeur Front End expérimenté,https://www.jobinfocamer.com/job/30957/developpeur-front-end-experimente-a-ranites-sarl,Ranites SARL,Yaoundé,CDI
11 Octobre 2021,Développeur Javascript,https://www.jobinfocamer.com/job/30931/developpeur-javascript-a-pntec-ltd,PNTEC Ltd,Yaoundé,CDD
08 Octobre 2021,Support Technique Informatique,https://www.jobinfocamer.com/job/30912/support-technique-informatique-a-advance-it-group,ADVANCE IT GROUP,Yaoundé,CDD
05 Octobre 2021,Développeur JAVA/ANGULAR,https://www.jobinfocamer.com/job/30868/developpeur-java-angular-a-indyli-services,INDYLI-SERVICES,Douala,STAGE
04 Octobre 2021,Développeur Full Stack PHP/Java/Python/.Net,https://www.jobinfocamer.com/job/30861/developpeur-full-stack-php-java-python-net-a-y-note-sarl,Y-NOTE Sarl,Yaoundé,STAGE
04 Octobre 2021,Assistant Système d’Information et de Gestion,https://www.jobinfocamer.com/job/30859/assistant-systeme-d-information-et-de-gestion-a-advans-cameroun,ADVANS CAMEROUN,Douala,CDD
02 Octobre 2021,System Officer (Import-Export),https://www.jobinfocamer.com/job/30847/system-officer-import-export--a-homepro-cameroon-limited,HOMEPRO CAMEROON LIMITED,Douala,CDD
30 Septembre 2021,TECHNICIEN RÉSEAUX INFORMATIQUE ET SÉCURITÉ ELECTRONIQUE,https://www.jobinfocamer.com/job/30815/technicien-reseaux-informatique-et-securite-electronique-a-servitel,SERVITEL,Douala,CDI
29 Septembre 2021,Formateur Anglophone en Informatique,https://www.jobinfocamer.com/job/30791/formateur-anglophone-en-informatique-a-epfa-pro,EPFA PRO,Douala,CDD
28 Septembre 2021,C# Developer,https://www.jobinfocamer.com/job/30775/c-developer-a-corpecca,Corpecca,Douala,CDD
27 Septembre 2021,Développeur JAVA EE,https://www.jobinfocamer.com/job/30768/developpeur-java-ee-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,STAGE
22 Septembre 2021,RESPONSABLE DES OPERATIONS IT,https://www.jobinfocamer.com/job/30713/responsable-des-operations-it-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
21 Septembre 2021,Plusieurs Postes à Pourvoir,https://www.jobinfocamer.com/job/30703/plusieurs-postes-a-pourvoir-a-megasoft-sarl,MEGASOFT SARL,Yaoundé,CDD
21 Septembre 2021,Développeur Mobile Flutter,https://www.jobinfocamer.com/job/30700/developpeur-mobile-flutter-a-it-solutions-and-advisory-services-sarl,IT Solutions and Advisory Services SARL,Yaoundé,STAGE
17 Septembre 2021,Développeur WEB,https://www.jobinfocamer.com/job/30671/developpeur-web-a-udevstudio,UDevStudio,Douala,STAGE
17 Septembre 2021,PROJET MANAGER,https://www.jobinfocamer.com/job/30664/projet-manager-a-cames,CAMES,Yaoundé,CDI
17 Septembre 2021,Développeur WEB / WEBMASTER,https://www.jobinfocamer.com/job/30650/developpeur-web-webmaster-a-elite-consulting,ELITE CONSULTING,Douala,CDI
15 Septembre 2021,Technician,https://www.jobinfocamer.com/job/30616/technician-a-carlcare-sarl,Carlcare Sarl,Bafoussam,CDI
14 Septembre 2021,Sales Manager West Africa,https://www.jobinfocamer.com/job/30589/sales-manager-west-africa-a-rascomstar-qaf,RascomStar-QAF,Douala,CDD
08 Septembre 2021,Développeur Web,https://www.jobinfocamer.com/job/30546/developpeur-web-a-ecole-privee,Ecole Privée,Yaoundé,STAGE
05 Septembre 2021,Front End developer AngularJs,https://www.jobinfocamer.com/job/30523/front-end-developer-angularjs-a-olydis,OLYDIS,Douala,STAGE
05 Septembre 2021,Java full stack Developer,https://www.jobinfocamer.com/job/30522/java-full-stack-developer-a-olydis,OLYDIS,Douala,STAGE
04 Septembre 2021,FORMATEUR EN OUTILS BUREAUTIQUES,https://www.jobinfocamer.com/job/30516/formateur-en-outils-bureautiques-a-solidarite-technologique,SOLIDARITE TECHNOLOGIQUE,Yaoundé,CDD
03 Septembre 2021,Développeur Flutter,https://www.jobinfocamer.com/job/30509/developpeur-flutter-a-it-services,IT SERVICES,Yaoundé,CDI
01 Septembre 2021,Chef de projet IT,https://www.jobinfocamer.com/job/30494/chef-de-projet-it-a-it-services,IT SERVICES,Yaoundé,CDI
31 Août 2021,FULL STACK DEVELOPPER ANALYST,https://www.jobinfocamer.com/job/30491/full-stack-developper-analyst-a-axxentis-sarl,Axxentis Sarl,Yaoundé,STAGE
30 Août 2021,C# Software Developer,https://www.jobinfocamer.com/job/30482/c-software-developer-a-corpecca,Corpecca,Douala,STAGE
30 Août 2021,DEVELOPPEUR FULL STACK,https://www.jobinfocamer.com/job/30476/developpeur-full-stack-a-solem-sarl,SOLEM SARL,Douala,STAGE
28 Août 2021,Solutions cloud et sécurité,https://www.jobinfocamer.com/job/30472/solutions-cloud-et-securite-a-cloudover-cameroun,CLOUDOVER CAMEROUN,Douala,STAGE
28 Août 2021,Expert Wordpress / Photoshop Graphic design,https://www.jobinfocamer.com/job/30471/expert-wordpress-photoshop-graphic-design-a-cloudover-cameroun,CLOUDOVER CAMEROUN,Douala,CDI
28 Août 2021,Cloud Solutions and Security,https://www.jobinfocamer.com/job/30470/cloud-solutions-and-security-a-cloudover-cameroun,CLOUDOVER CAMEROUN,Douala,STAGE
28 Août 2021,Expert Wordpress / Photoshop Graphisme,https://www.jobinfocamer.com/job/30469/expert-wordpress-photoshop-graphisme-a-cloudover-cameroun,CLOUDOVER CAMEROUN,Douala,CDI
27 Août 2021,Superviseur Projets IT,https://www.jobinfocamer.com/job/30463/superviseur-projets-it-a-advans-cameroun,ADVANS CAMEROUN,Douala,CDI
25 Août 2021,Ingénieur Développeur FRONT END ANGULAR,https://www.jobinfocamer.com/job/30451/ingenieur-developpeur-front-end-angular-a-sprint-pay,SPRINT-PAY,Yaoundé,CDD
25 Août 2021,GESTIONNAIRE D’APPLICATION SOPRA BANKING SOFTWARE,https://www.jobinfocamer.com/job/30445/gestionnaire-d-application-sopra-banking-software-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,CDI
25 Août 2021,ADMINISTRATEUR DE BASE DE DONNEES,https://www.jobinfocamer.com/job/30444/administrateur-de-base-de-donnees-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,CDI
24 Août 2021,Testeur logiciel,https://www.jobinfocamer.com/job/30429/testeur-logiciel-a-sprint-pay,SPRINT-PAY,Yaoundé,CDD
24 Août 2021,Développeur full stack,https://www.jobinfocamer.com/job/30428/developpeur-full-stack-a-it-services,IT SERVICES,Yaoundé,CDI
20 Août 2021,Ingénieur Sécurité et Système,https://www.jobinfocamer.com/job/30385/ingenieur-securite-et-systeme-a-sprint-pay,SPRINT-PAY,Yaoundé,CDD
19 Août 2021,Développeur Back-End Expérimenté,https://www.jobinfocamer.com/job/30375/developpeur-back-end-experimente-a-high-tech,High-Tech,Yaoundé,CDD
17 Août 2021,Formateur en maintenance Informatique,https://www.jobinfocamer.com/job/30341/formateur-en-maintenance-informatique-a-solidarite-technologique,SOLIDARITE TECHNOLOGIQUE,Yaoundé,CDI
17 Août 2021,Développeur Web/Mobile Full Stack,https://www.jobinfocamer.com/job/30337/developpeur-web-mobile-full-stack-a-entreprise-de-la-place,Entreprise de la place,Douala,CDI
14 Août 2021,FORMATEUR EN OUTILS BUREAUTIQUES,https://www.jobinfocamer.com/job/30320/formateur-en-outils-bureautiques-a-solidarite-technologique,SOLIDARITE TECHNOLOGIQUE,Yaoundé,CDD
13 Août 2021,Datacenter Infrastructure Network and Security Product Manager,https://www.jobinfocamer.com/job/30312/datacenter-infrastructure-network-and-security-product-manager-a-wise-computers,WISE COMPUTERS,Douala,CDI
12 Août 2021,Python/Odoo Developer,https://www.jobinfocamer.com/job/30308/python-odoo-developer-a-corpecca,Corpecca,Douala,CDD
12 Août 2021,Assistant Project Manager,https://www.jobinfocamer.com/job/30305/assistant-project-manager-a-corpecca,Corpecca,Douala,CDD
09 Août 2021,Développeur Front-End en React.js,https://www.jobinfocamer.com/job/30260/developpeur-front-end-en-react-js-a-tejiz-sarl,TEJIZ Sarl,Yaoundé,STAGE
07 Août 2021,Développeurs web Full Stack Angular/.Net,https://www.jobinfocamer.com/job/30254/developpeurs-web-full-stack-angular-net-a-iwin-applications-sarl,IWIN APPLICATIONS SARL,,CDI
07 Août 2021,Développeurs C++/QML,https://www.jobinfocamer.com/job/30253/developpeurs-c-qml-a-iwin-applications-sarl,IWIN APPLICATIONS SARL,,CDI
04 Août 2021,Stages Académiques,https://www.jobinfocamer.com/job/30218/stages-academiques-a-kola-group,KOLA GROUP,Douala,STAGE
03 Août 2021,Responsable de la sécurité du Système d'Information,https://www.jobinfocamer.com/job/30195/responsable-de-la-securite-du-systeme-d-information-a-aveliance-conseil,Aveliance Conseil,Lomé,CDI
30 Juillet 2021,IT MANAGER,https://www.jobinfocamer.com/job/30157/it-manager-a-coalition-de-la-societe-civile-du-cameroun-pour-la-sante,COALITION DE LA SOCIETE CIVILE DU CAMEROUN POUR LA SANTE,Yaoundé,CDD
30 Juillet 2021,Développeur SYMFONY,https://www.jobinfocamer.com/job/30150/developpeur-symfony-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDD
29 Juillet 2021,DEVELOPPEURS MOBILES,https://www.jobinfocamer.com/job/30147/developpeurs-mobiles-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
29 Juillet 2021,Développeur Python and ODOO,https://www.jobinfocamer.com/job/30144/developpeur-python-and-odoo-a-it-services,IT SERVICES,Yaoundé,CDI
26 Juillet 2021,Développeur Full Stack PHP/Python,https://www.jobinfocamer.com/job/30088/developpeur-full-stack-php-python-a-y-note-sarl,Y-NOTE Sarl,Yaoundé,CDI
21 Juillet 2021,Senior Consultant,https://www.jobinfocamer.com/job/30019/senior-consultant-a-mboa-digital,MBOA DIGITAL,Yaoundé,CDI
14 Juillet 2021,WEB/GRAPHIC Designer,https://www.jobinfocamer.com/job/29945/web-graphic-designer-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
12 Juillet 2021,Développeur de site web et d’application web/mobile,https://www.jobinfocamer.com/job/29919/developpeur-de-site-web-et-d-application-web-mobile-a-isas-sarl,ISAS SARL,Douala,CDI
11 Juillet 2021,Développeurs Full Stack,https://www.jobinfocamer.com/job/29913/developpeurs-full-stack-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDD
09 Juillet 2021,COMMERCIAL,https://www.jobinfocamer.com/job/29899/commercial-a-css-engineering,CSS-ENGINEERING,Douala,STAGE
08 Juillet 2021,FULL STACK DEVELOPER,https://www.jobinfocamer.com/job/29893/full-stack-developer-a-axxentis-sarl,Axxentis Sarl,Yaoundé,CDD
06 Juillet 2021,Développeur Back-end,https://www.jobinfocamer.com/job/29866/developpeur-back-end-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,CDD
05 Juillet 2021,UI/UX DESIGNER,https://www.jobinfocamer.com/job/29853/ui-ux-designer-a-madia-sarl,MADIA SARL,Yaoundé,CDI
05 Juillet 2021,Développeur frontend web,https://www.jobinfocamer.com/job/29838/developpeur-frontend-web-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,CDI
05 Juillet 2021,Développeurs Web Et Un Développeur Mobile,https://www.jobinfocamer.com/job/29833/developpeurs-web-et-un-developpeur-mobile-a-tagus-drone,Tagus Drone,Yaoundé,CDD
03 Juillet 2021,DEVELOPPEUR WEB EXPERT EN SEO,https://www.jobinfocamer.com/job/29825/developpeur-web-expert-en-seo-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
01 Juillet 2021,Développeur,https://www.jobinfocamer.com/job/29796/developpeur-a-seinova-sarl,Seinova Sarl,Yaoundé,CDI
29 Juin 2021,Développeur JAVA EE Senior expérimenté,https://www.jobinfocamer.com/job/29775/developpeur-java-ee-senior-experimente-a-ufi-payment-solutions,UFI PAYMENT SOLUTIONS,Yaoundé,CDI
24 Juin 2021,Intégrateur Web/ Angular,https://www.jobinfocamer.com/job/29720/integrateur-web-angular-a-afrologix,AFROLOGIX,Yaoundé,CDD
22 Juin 2021,Développeur Web,https://www.jobinfocamer.com/job/29693/developpeur-web-a-oryx-consulting-finance-engineering-,Oryx Consulting (Finance & Engineering),Douala,STAGE
22 Juin 2021,DEVELOPPEURS WEB ET MOBILES,https://www.jobinfocamer.com/job/29687/developpeurs-web-et-mobiles-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDI
18 Juin 2021,STAGE en développement informatique,https://www.jobinfocamer.com/job/29666/stage-en-developpement-informatique-a-ads-ltd,ADS LTD,Douala,STAGE
15 Juin 2021,TECHNICIEN RESEAU ET TELECOM,https://www.jobinfocamer.com/job/29624/technicien-reseau-et-telecom-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,CDD
11 Juin 2021,Web designer,https://www.jobinfocamer.com/job/29571/web-designer-a-d-p-c-s-a,D.P.C S.A,Yaoundé,CDI
09 Juin 2021,Développeur mobile et Laravel,https://www.jobinfocamer.com/job/29554/developpeur-mobile-et-laravel-a-foza-services,Foza Services,Douala,CDI
09 Juin 2021,Développeur confirmé Java/Angular/PHP,https://www.jobinfocamer.com/job/29540/developpeur-confirme-java-angular-php-a-indyli-services,INDYLI-SERVICES,Douala,CDI
08 Juin 2021,DEVELOPPEUR,https://www.jobinfocamer.com/job/29529/developpeur-a-css-engineering,CSS-ENGINEERING,Douala,STAGE
08 Juin 2021,Chef d'équipe Développement logiciel senior C++,https://www.jobinfocamer.com/job/29525/chef-d-equipe-developpement-logiciel-senior-c--a-takenco,TAKENCO,Yaoundé,CDI
08 Juin 2021,Team Lead Senior Software Development C++,https://www.jobinfocamer.com/job/29524/team-lead-senior-software-development-c--a-takenco,TAKENCO,Yaoundé,CDI
08 Juin 2021,Développeur logiciel TFT Displays C++,https://www.jobinfocamer.com/job/29523/developpeur-logiciel-tft-displays-c--a-takenco,TAKENCO,Yaoundé,CDI
08 Juin 2021,Display Software Developer C++,https://www.jobinfocamer.com/job/29522/display-software-developer-c--a-takenco,TAKENCO,Yaoundé,CDI
08 Juin 2021,Développeur Senior Firmware Baseboards - C et C++ H/F,https://www.jobinfocamer.com/job/29521/developpeur-senior-firmware-baseboards-c-et-c-h-f-a-takenco,TAKENCO,Yaoundé,CDI
08 Juin 2021,Senior Firmware Developer Baseboards - C and C++ M/F,https://www.jobinfocamer.com/job/29520/senior-firmware-developer-baseboards-c-and-c-m-f-a-takenco,TAKENCO,Yaoundé,CDI
07 Juin 2021,Développeur Mobile,https://www.jobinfocamer.com/job/29499/developpeur-mobile-a-envase-group,Envase Group,Douala,CDI
02 Juin 2021,Ingénieur Support Applicatif N1/N2,https://www.jobinfocamer.com/job/29462/ingenieur-support-applicatif-n1-n2-a-issm,ISSM,Douala,CDI
02 Juin 2021,Développeur PYTHON/DJANGO,https://www.jobinfocamer.com/job/29459/developpeur-python-django-a-esoaf,ESOAF,Yaoundé,STAGE
02 Juin 2021,ADMINISTRATEUR SYSTEMES ET RESEAUX,https://www.jobinfocamer.com/job/29456/administrateur-systemes-et-reseaux-a-camix,CAMIX,Douala,CDI
01 Juin 2021,Informaticiens,https://www.jobinfocamer.com/job/29443/informaticiens-a-ongeek,ONGEEK,Douala,CDI
31 Mai 2021,DEVELOPPEUR WEB FRONT END ET BACK-END,https://www.jobinfocamer.com/job/29433/developpeur-web-front-end-et-back-end-a-smartworld,SMARTWORLD,Douala,CDI
30 Mai 2021,Développeur web junior,https://www.jobinfocamer.com/job/29430/developpeur-web-junior-a-ets-nobisoft,ETS NOBISOFT,Douala,STAGE
29 Mai 2021,Développeur Mobile Junior,https://www.jobinfocamer.com/job/29426/developpeur-mobile-junior-a-ufi-payment-solutions,UFI Payment Solutions,Yaoundé,CDD
27 Mai 2021,IT Developper,https://www.jobinfocamer.com/job/29409/it-developper-a-clinkast,CLINKAST,Douala,CDI
26 Mai 2021,Directeur Technique,https://www.jobinfocamer.com/job/29397/directeur-technique-a-fai-au-tchad,FAI au Tchad,"N'djamena, Tchad",CDD
26 Mai 2021,Administrateur réseau IP/EPC et Sécurité,https://www.jobinfocamer.com/job/29396/administrateur-reseau-ip-epc-et-securite-a-fai-au-tchad,FAI au Tchad,"N'djamena, Tchad",CDD
25 Mai 2021,Ingénieur Etudes et Développement JAVA,https://www.jobinfocamer.com/job/29394/ingenieur-etudes-et-developpement-java-a-megatim-group,MEGATIM GROUP,Yaoundé,CDD
25 Mai 2021,Développeur,https://www.jobinfocamer.com/job/29393/developpeur-a-getel,GETEL,Douala,STAGE
25 Mai 2021,INGENIEUR EN INFORMATIQUE,https://www.jobinfocamer.com/job/29387/ingenieur-en-informatique-a-entreprise-de-tic,ENTREPRISE DE TIC,Yaoundé,CDI
25 Mai 2021,INGENIEUR RESEAUX/TELECOMS,https://www.jobinfocamer.com/job/29386/ingenieur-reseaux-telecoms-a-entreprise-de-tic,ENTREPRISE DE TIC,Yaoundé,CDI
25 Mai 2021,INGENIEURS SOLUTIONS,https://www.jobinfocamer.com/job/29384/ingenieurs-solutions-a-entreprise-de-tic,ENTREPRISE DE TIC,Yaoundé,CDI
